|X Start,Y Start,Z Start,X Rot,Y Rot,Z Rot,X Disp,Y Disp,Z Disp,X Rot Disp,Y Rot Disp,Z Rot Disp|
0.0,0.0381,0.0381,0.0,0.0,0.0,-0.0048983235566439458,-0.00019155515538099739,-0.0049410408477627591,-0.00088586692623111288,-0.14646683115249942,0.0037974235565470002
0.0381,0.0,0.0381,0.0,0.0,0.0,-0.0047004963880504028,4.2686439515961816e-06,-2.6034556418686051e-05,0.0158031285712858,-0.14568138227257252,0.021404028760139571
0.0381,0.0381,0.0,0.0,0.0,0.0,3.4720048466076035e-05,2.033351839227116e-05,-8.1377230071961205e-06,-0.0024138642570212055,-0.14740573472628968,0.0052453455683410238
0.0762,0.0381,0.0381,0.0,0.0,0.0,-0.0048883092354095829,0.00019564834161788178,0.0049151801878071404,0.0028985241211970242,-0.0011663210036775425,-0.00037788999673740638
0.0381,0.0762,0.0381,0.0,0.0,0.0,-0.0050878851392395594,-9.1167650786986629e-18,1.0183168010987308e-05,-6.5203148474886139e-16,-0.14591612494251516,-3.5268830442079691e-15
0.0381,0.0381,0.0762,0.0,0.0,0.0,-0.00982975710623539,-1.5269089336880022e-05,-1.0377770285643571e-05,0.0003963750520092415,-0.0032648633762604748,0.0019597089579752353
0.0,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0049196754261265872,-1.2078743381466327e-05,0.0049087117474826475,0.00094983582925027815,0.16624845762929871,4.0550449369825952e-06
0.0381,0.0,0.11430000000000001,0.0,0.0,0.0,-0.0049303665615847234,-1.2679373969022402e-05,1.5232040566360207e-06,-0.017717030338696305,0.15374910591722526,0.00032344325590575836
0.0762,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0049528594280954597,-5.6890463785106901e-07,-0.0049190689803185585,-0.0016522655013338299,-0.00057765652313579766,4.1460644796562382e-05
0.0381,0.0762,0.11430000000000001,0.0,0.0,0.0,-0.004941808321803672,-1.876782818032937e-18,-1.4455183059854985e-05,3.0774246013425209e-16,0.1544334116593217,-3.8228559043217199e-15
0.0381,0.0381,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0381,0.1905,0.0,0.0,0.0,-0.00495621215915299,3.8359020093604091e-05,-0.0049363231374185577,-0.0011806294858564266,-0.16454670168155483,-0.0015388053569367062
0.0381,0.0,0.1905,0.0,0.0,0.0,-0.0050369965547429436,-2.3587812325460339e-05,-3.7560899538914541e-06,0.01757626327745734,-0.15434114558288586,-0.0018320847002982299
0.0762,0.0381,0.1905,0.0,0.0,0.0,-0.0050178015657797812,-6.1944065050045579e-05,0.0049609978434741716,0.0023427601965007464,-0.0018492638098545951,0.00019673050025288561
0.0381,0.0762,0.1905,0.0,0.0,0.0,-0.004936669904710143,6.9362914735085202e-19,2.4835237850533494e-05,-5.425783877932566e-16,-0.15385686616631,-3.3028944364360632e-15
0.0381,0.0381,0.22860000000000003,0.0,0.0,0.0,-0.009893824353023755,-2.7899092490328362e-05,1.8740148193961267e-05,-0.00021537176572849394,0.0016907525225771747,-0.00204701591184937
0.0,0.0381,0.2667,0.0,0.0,0.0,-0.0051168763576126741,6.3558200510397853e-05,0.0047848325804001031,-0.00010563125780140597,0.1675250973070421,-0.0013777241101642706
0.0381,0.0,0.2667,0.0,0.0,0.0,-0.0051563579300850353,1.3664751857181533e-05,4.896342128673303e-05,-0.018536762052898028,0.15011634403587071,-0.0014651906920904623
0.0762,0.0381,0.2667,0.0,0.0,0.0,-0.005082817915885233,-4.9764753603549626e-05,-0.0047428950697280614,-0.0027614753870788249,-0.00055727861229651907,-9.7995923221380041e-05
0.0381,0.0762,0.2667,0.0,0.0,0.0,-0.0050429619540225575,-4.9600844418605038e-18,-2.3453346231511686e-05,6.3548865522656553e-16,0.15215954295420103,-3.5250730258855442e-15
0.0381,0.0381,0.3048,0.0,0.0,0.0,-0.00035183605778745506,4.385067593761695e-05,9.6396200620375008e-06,0.00080285112611561105,-0.0023158744496153908,-0.0046670629557372875
0.0,0.0381,0.34290000000000004,0.0,0.0,0.0,-0.0051396904272149732,0.00029819161728275074,-0.0047782521664669229,-0.00012427639161189774,-0.14249586872452863,-0.006945220688772312
0.0381,0.0,0.34290000000000004,0.0,0.0,0.0,-0.005442741114271653,-3.1925931512324339e-06,-3.388073627435711e-05,0.016394874158061547,-0.14156350109615959,-0.024044337997257414
0.0762,0.0381,0.34290000000000004,0.0,0.0,0.0,-0.0051484928296238359,-0.00030119743472316183,0.0047961988555761436,0.003574417266479175,-0.0011853584862572587,0.00029934630762321979
0.0381,0.0762,0.34290000000000004,0.0,0.0,0.0,-0.0048431796845821501,-1.3274805527711583e-17,5.8252612772387564e-05,-1.3532275014403727e-16,-0.14141872966041197,-2.9077308801680943e-15
0.0381,0.0381,0.381,0.0,0.0,0.0,-0.009930823901329983,-4.7767098243801026e-05,1.2780216085567655e-05,-0.0017566035804105484,-0.14350436466975081,-0.0084796593050379138
0.0,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0048983235566436934,0.00019155515538123185,-0.0049410408477625102,0.00088586692623181544,-0.14646683115249154,-0.0037974235565536528
0.0381,0.11430000000000001,0.0,0.0,0.0,0.0,3.4720048466070885e-05,-2.0333518392296923e-05,-8.1377230072037827e-06,0.0024138642570210927,-0.1474057347262821,-0.0052453455683468238
0.0762,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0048883092354093305,-0.00019564834161815418,0.0049151801878068759,-0.0028985241211979488,-0.0011663210036770562,0.00037788999673073317
0.0381,0.1524,0.0381,0.0,0.0,0.0,-0.004700496388049898,-4.2686439516146782e-06,-2.603455641870084e-05,-0.015803128571285439,-0.14568138227256472,-0.021404028760145539
0.0381,0.11430000000000001,0.0762,0.0,0.0,0.0,-0.0098297571062348817,1.5269089336869915e-05,-1.0377770285649551e-05,-0.00039637505200935188,-0.0032648633762599726,-0.0019597089579826759
0.0,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0049196754261263322,1.2078743381716563e-05,0.0049087117474823899,-0.00094983582925078263,0.16624845762928969,-4.0550449438013264e-06
0.0762,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0049528594280952038,5.6890463758986014e-07,-0.0049190689803183087,0.0016522655013352502,-0.00057765652313311892,-4.1460644803550648e-05
