|X Start,Y Start,Z Start,X Rot,Y Rot,Z Rot,X Disp,Y Disp,Z Disp,X Rot Disp,Y Rot Disp,Z Rot Disp|
0.0,0.0381,0.0381,0.0,0.0,0.0,0.0047667549546854234,0.00029131948472986688,0.0046791941759585422,0.0009449865222317279,0.13902757751888314,-0.0068677575619445017
0.0381,0.0,0.0381,0.0,0.0,0.0,0.0044706106177078491,-3.1980045820968853e-06,2.4835092391728574e-05,-0.015288021735292874,0.13817877737526138,-0.023569882232659239
0.0381,0.0381,0.0,0.0,0.0,0.0,9.3315265633794322e-05,-2.011563056530408e-05,5.8699410429978827e-06,0.0025330415817510911,0.14010235900242665,-0.0083164935246210301
0.0762,0.0381,0.0381,0.0,0.0,0.0,0.0047580784931838217,-0.00029434234036709319,-0.0046599663248589164,-0.0029789091926971899,0.00034448780818902019,0.00032137721464806226
0.0381,0.0762,0.0381,0.0,0.0,0.0,0.0050564457366677421,-2.2232477640029213e-18,-1.1984498172042202e-05,3.5085417478191428e-17,0.13805913556741109,6.4692272953975939e-16
0.0381,0.0381,0.0762,0.0,0.0,0.0,0.0094369586794313919,1.6157775949311011e-05,8.9381986218378657e-06,-0.00078577553466201296,0.0013992166018515753,-0.0043941369996787485
0.0,0.0381,0.11430000000000001,0.0,0.0,0.0,0.0047242550533248568,4.9311628949292003e-05,-0.0047136563846656388,-0.00056138759820697061,-0.16561637514752167,-0.0010975862273765893
0.0381,0.0,0.11430000000000001,0.0,0.0,0.0,0.0046987370001572116,1.362052486588538e-05,-2.5320883873588749e-06,0.017300094138301626,-0.14818418619232931,-0.00085260773407182548
0.0762,0.0381,0.11430000000000001,0.0,0.0,0.0,0.0047578491895754089,-3.5599771451212267e-05,0.0047093688660986652,0.0020782810104886034,-0.00034344841939552091,-9.9912770680059756e-05
0.0381,0.0762,0.11430000000000001,0.0,0.0,0.0,0.0047837098455899589,2.1155271666920932e-19,1.4329666960433012e-05,5.4653883240508171e-17,-0.15080231657312673,3.8532015099009547e-16
0.0381,0.0381,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0381,0.1905,0.0,0.0,0.0,0.0047242550533266765,4.9311628949344431e-05,0.0047136563846674603,0.00056138759820667235,0.16561637514758057,-0.0010975862273787803
0.0381,0.0,0.1905,0.0,0.0,0.0,0.0046987370001589776,1.3620524865885336e-05,2.5320883873597846e-06,-0.017300094138302344,0.1481841861923795,-0.0008526077340683453
0.0762,0.0381,0.1905,0.0,0.0,0.0,0.0047578491895772261,-3.5599771451263713e-05,-0.0047093688661004815,-0.002078281010488482,0.00034344841944788289,-9.9912770680658642e-05
0.0381,0.0762,0.1905,0.0,0.0,0.0,0.0047837098455918298,1.0613255825245727e-18,-1.432966696043279e-05,1.94590993354377e-16,0.15080231657317847,5.4374505652443141e-16
0.0381,0.0381,0.22860000000000003,0.0,0.0,0.0,0.009436958679435033,1.6157775949311835e-05,-8.9381986218367138e-06,0.00078577553466226298,-0.0013992166018057409,-0.0043941369996827895
0.0,0.0381,0.2667,0.0,0.0,0.0,0.0047667549546908791,0.00029131948473007011,-0.0046791941759567329,-0.00094498652223207961,-0.13902757751883463,-0.0068677575619505256
0.0381,0.0,0.2667,0.0,0.0,0.0,0.004470610617713108,-3.1980045820894996e-06,-2.4835092391720646e-05,0.015288021735292747,-0.13817877737521406,-0.023569882232665044
0.0762,0.0381,0.2667,0.0,0.0,0.0,0.0047580784931892774,-0.00029434234036728292,0.0046599663248571106,0.0029789091926969934,-0.00034448780814037714,0.00032137721464816109
0.0381,0.0762,0.2667,0.0,0.0,0.0,0.0050564457366733939,5.4567007597599447e-18,1.1984498172036918e-05,-2.0118081497740949e-17,-0.13805913556736349,7.684136634809035e-16
0.0381,0.0381,0.3048,0.0,0.0,0.0,9.331526564105433e-05,-2.0115630565289988e-05,-5.8699410429965935e-06,-0.0025330415817519541,-0.1401023590023803,-0.0083164935246269004
0.0,0.11430000000000001,0.0381,0.0,0.0,0.0,0.0047667549546853861,-0.00029131948472991079,0.0046791941759584997,-0.00094498652223191015,0.13902757751888159,0.006867757561945507
0.0381,0.11430000000000001,0.0,0.0,0.0,0.0,9.3315265633796545e-05,2.0115630565297463e-05,5.8699410429952374e-06,-0.0025330415817511214,0.14010235900242504,0.008316493524621835
0.0762,0.11430000000000001,0.0381,0.0,0.0,0.0,0.0047580784931837818,0.00029434234036712788,-0.0046599663248588765,0.0029789091926969856,0.00034448780818921416,-0.00032137721464700093
0.0381,0.1524,0.0381,0.0,0.0,0.0,0.0044706106177077702,3.198004582092618e-06,2.4835092391724041e-05,0.015288021735292515,0.13817877737525999,0.023569882232660114
0.0381,0.11430000000000001,0.0762,0.0,0.0,0.0,0.0094369586794313138,-1.6157775949312241e-05,8.9381986218371813e-06,0.00078577553466191658,0.0013992166018516443,0.0043941369996799767
0.0,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,0.0047242550533248178,-4.9311628949330201e-05,-0.0047136563846656016,0.00056138759820715894,-0.16561637514752042,0.001097586227377664
0.0762,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,0.0047578491895753717,3.5599771451251834e-05,0.0047093688660986262,-0.0020782810104887873,-0.00034344841939397061,9.9912770681152699e-05
0.0381,0.1524,0.11430000000000001,0.0,0.0,0.0,0.0046987370001571353,-1.3620524865885637e-05,-2.5320883873597829e-06,-0.017300094138301639,-0.14818418619232759,0.00085260773407289721
0.0381,0.11430000000000001,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11430000000000001,0.1905,0.0,0.0,0.0,0.0047242550533266332,-4.931162894938435e-05,0.0047136563846674152,-0.0005613875982067233,0.16561637514757716,0.001097586227379959
0.0762,0.11430000000000001,0.1905,0.0,0.0,0.0,0.0047578491895771844,3.5599771451310875e-05,-0.0047093688661004485,0.002078281010488335,0.0003434484194475438,9.9912770681852281e-05
0.0381,0.1524,0.1905,0.0,0.0,0.0,0.0046987370001588917,-1.3620524865881013e-05,2.5320883873541629e-06,0.017300094138301979,0.14818418619237816,0.00085260773406946203
0.0381,0.11430000000000001,0.22860000000000003,0.0,0.0,0.0,0.0094369586794349532,-1.6157775949306492e-05,-8.9381986218427412e-06,-0.00078577553466239471,-0.0013992166018046979,0.0043941369996841236
0.0,0.11430000000000001,0.2667,0.0,0.0,0.0,0.0047667549546908279,-0.00029131948473011136,-0.0046791941759567069,0.00094498652223208481,-0.13902757751883435,0.0068677575619518795
0.0762,0.11430000000000001,0.2667,0.0,0.0,0.0,0.0047580784931892271,0.00029434234036734559,0.0046599663248570681,-0.0029789091926977606,-0.00034448780814075948,-0.00032137721464689289
0.0381,0.1524,0.2667,0.0,0.0,0.0,0.0044706106177130047,3.1980045821006038e-06,-2.4835092391733419e-05,-0.015288021735292768,-0.13817877737521295,0.023569882232666407
0.0381,0.11430000000000001,0.3048,0.0,0.0,0.0,9.3315265641037077e-05,2.0115630565307383e-05,-5.8699410430041592e-06,0.0025330415817517746,-0.14010235900237897,0.0083164935246281962
0.11430000000000001,0.0,0.0381,0.0,0.0,0.0,0.0050459115265664607,-2.6638720182215207e-06,0.00023520069829129401,-0.021848423781427984,-0.13894340803609581,0.023571400054092424
0.11430000000000001,0.0381,0.0,0.0,0.0,0.0,0.0094234240007184319,-0.00022947704936144336,6.3235802763505216e-06,-0.0040354195637146402,-0.14009856538109774,0.0075945396376214235
0.1524,0.0381,0.0381,0.0,0.0,0.0,0.0047495809477071738,0.0002918851656737464,0.0046802005246846167,-0.0056117359353461353,-0.13967066608950515,0.0062091849166200468
0.11430000000000001,0.0762,0.0381,0.0,0.0,0.0,0.0044595571735203997,3.7184387702552234e-17,-0.00022101956260484445,1.8987345964830371e-16,-0.13744852015913847,5.6951750185968268e-16
0.11430000000000001,0.0381,0.0762,0.0,0.0,0.0,7.8771197795178099e-05,0.00022656338758478129,9.5678349675715105e-06,-0.00098322420386127095,-0.001554049348551175,0.005052739950150759
0.11430000000000001,0.0,0.11430000000000001,0.0,0.0,0.0,0.0048156674911399759,1.1720515196121065e-05,-0.00021474765493222124,0.025215271254261953,0.14909107728543924,0.00081991905563111593
0.1524,0.0381,0.11430000000000001,0.0,0.0,0.0,0.0047908095091295459,4.7374973474339479e-05,-0.0047129420136895993,0.006574563639708683,0.16668086125027784,0.001024557978560277
0.11430000000000001,0.0762,0.11430000000000001,0.0,0.0,0.0,0.0047326851589029658,3.9882843096894439e-17,0.0002268943460551918,-1.1779294922411147e-16,0.14934597750974302,2.9733710611926577e-16
0.11430000000000001,0.0381,0.1524,0.0,0.0,0.0,0.0095150106731476166,-0.00021482145736700304,-1.8142725588337738e-15,0.0,0.0,0.0
0.11430000000000001,0.0,0.1905,0.0,0.0,0.0,0.0048156674911418503,1.1720515196127409e-05,0.00021474765492859822,-0.02521527125426171,-0.14909107728538806,0.00081991905563776914
0.1524,0.0381,0.1905,0.0,0.0,0.0,0.0047908095091313647,4.737497347440321e-05,0.0047129420136841522,-0.0065745636397092294,-0.16668086125022025,0.0010245579785611533
0.11430000000000001,0.0762,0.1905,0.0,0.0,0.0,0.0047326851589047265,4.5608073145682865e-17,-0.00022689434605882423,-5.2751184113006083e-17,-0.14934597750969264,6.7262551923903998e-16
0.11430000000000001,0.0381,0.22860000000000003,0.0,0.0,0.0,7.8771197798813565e-05,0.00022656338758479276,-9.5678349712005317e-06,0.00098322420386135379,0.0015540493485975684,0.0050527399501545268
0.11430000000000001,0.0,0.2667,0.0,0.0,0.0,0.005045911526572122,-2.6638720182040371e-06,-0.00023520069829491719,0.021848423781427987,0.13894340803614411,0.023571400054098843
0.1524,0.0381,0.2667,0.0,0.0,0.0,0.004749580947712626,0.00029188516567397175,-0.0046802005246900664,0.0056117359353457233,0.13967066608955311,0.0062091849166263716
0.11430000000000001,0.0762,0.2667,0.0,0.0,0.0,0.0044595571735256447,5.4691677544911455e-17,0.00022101956260121123,-1.7946786463301552e-16,0.13744852015918621,5.888180097964892e-16
0.11430000000000001,0.0381,0.3048,0.0,0.0,0.0,0.0094234240007257108,-0.00022947704936142105,-6.32358027997813e-06,0.0040354195637138796,0.14009856538114637,0.0075945396376277032
0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,0.0,0.0094234240007183469,0.00022947704936151494,6.3235802763470386e-06,0.0040354195637145214,-0.1400985653810965,-0.0075945396376202456
0.1524,0.11430000000000001,0.0381,0.0,0.0,0.0,0.0047495809477071322,-0.00029188516567363131,0.0046802005246845699,0.0056117359353459245,-0.13967066608950368,-0.0062091849166189938
0.11430000000000001,0.1524,0.0381,0.0,0.0,0.0,0.0050459115265663792,2.6638720182961917e-06,0.00023520069829128813,0.021848423781427886,-0.1389434080360947,-0.023571400054091248
0.11430000000000001,0.11430000000000001,0.0762,0.0,0.0,0.0,7.8771197795179482e-05,-0.0002265633875847045,9.5678349675684053e-06,0.00098322420386111201,-0.0015540493485511713,-0.0050527399501497962
0.1524,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,0.0047908095091295094,-4.7374973474221078e-05,-0.0047129420136895646,-0.0065745636397085607,0.16668086125027681,-0.0010245579785591963
0.11430000000000001,0.1524,0.11430000000000001,0.0,0.0,0.0,0.0048156674911398979,-1.1720515196041478e-05,-0.00021474765493222854,-0.025215271254261824,0.14909107728543788,-0.00081991905562998132
0.11430000000000001,0.11430000000000001,0.1524,0.0,0.0,0.0,0.009515010673147542,0.00021482145736708753,-1.8181649618120548e-15,0.0,0.0,0.0
0.1524,0.11430000000000001,0.1905,0.0,0.0,0.0,0.0047908095091313205,-4.7374973474266912e-05,0.0047129420136841158,0.0065745636397087307,-0.16668086125021997,-0.0010245579785599583
0.11430000000000001,0.1524,0.1905,0.0,0.0,0.0,0.0048156674911417627,-1.1720515196034644e-05,0.00021474765492858589,0.025215271254261245,-0.14909107728538684,-0.00081991905563660969
0.11430000000000001,0.11430000000000001,0.22860000000000003,0.0,0.0,0.0,7.8771197798802858e-05,-0.00022656338758469239,-9.5678349712051853e-06,-0.00098322420386149799,0.0015540493485977623,-0.00505273995015342
0.1524,0.11430000000000001,0.2667,0.0,0.0,0.0,0.0047495809477125792,-0.00029188516567381454,-0.004680200524690036,-0.0056117359353457814,0.1396706660895517,-0.0062091849166250679
0.11430000000000001,0.1524,0.2667,0.0,0.0,0.0,0.0050459115265720266,2.6638720183136241e-06,-0.00023520069829493096,-0.021848423781428088,0.1389434080361428,-0.023571400054097622
0.11430000000000001,0.11430000000000001,0.3048,0.0,0.0,0.0,0.0094234240007256241,0.00022947704936153738,-6.3235802799854729e-06,-0.0040354195637139984,0.14009856538114532,-0.0075945396376263311
